0.8
0.998
1.196
1.394
1.592
1.79
1.988
2.186
2.384
2.582
2.78
2.978
3.176
3.374
3.572
3.77
3.968
4.166
4.364
4.562
4.76
4.958
5.156
5.354
5.552
5.75
5.948
6.146
6.344
6.542
6.74
6.938
7.136
7.334
7.532
7.73
7.928
8.126
8.324
8.522
8.72
8.918
9.116
9.314
9.512
9.71
9.908
10.106
10.304
10.502
10.7
10.898
11.096
11.294
11.492
11.69
11.888
12.086
12.284
12.482
12.68
